image,type
D:\dataset\hair\data\Wavy\6-long-wavy-hair-CMj8dSzhj6H.jpg,4
D:\dataset\hair\data\Wavy\61L5iwQNzgL._SL1000_.jpg,4
D:\dataset\hair\data\Wavy\72750a06-730d-4d17-9ae1-810c9a4dfb93.jpg,4
D:\dataset\hair\data\Wavy\7335fc5bfc7a7d0e41ea26ef5626cbb7.png,4
D:\dataset\hair\data\Wavy\78b1b28e92683bd97008b15a68c436a22.jpg,4
D:\dataset\hair\data\Wavy\78b34f5ac457486ab65ec89b6703f9f3.jpg,4
D:\dataset\hair\data\Wavy\86906d774c8f0bec534b2d42b26783ed.jpg,4
D:\dataset\hair\data\Wavy\90c1e5530f9ead11724e7527295f4150.jpg,4
D:\dataset\hair\data\Wavy\90dbd4f4b874cb675564cf7443a7a5e6.jpg,4
D:\dataset\hair\data\Wavy\9cc8d5985f0a8c2bc333059dbe3b5bcb.jpg,4
D:\dataset\hair\data\Wavy\a353af49ad84da275c475dea95380b18.jpg,4
D:\dataset\hair\data\Wavy\a8df762627e7242970663d7e7f51d907.jpg,4
D:\dataset\hair\data\Wavy\a916a680f354549e73193d312868309e.jpg,4
D:\dataset\hair\data\Wavy\ab7714d037b0b9af729c4b6425197e213.jpg,4
D:\dataset\hair\data\Wavy\aff604e1fa917e70564aa3e9b7bb78ce.jpg,4
D:\dataset\hair\data\Wavy\Afro-Curly-Faded-Short-Hairstyles-for-Men.jpg,4
D:\dataset\hair\data\Wavy\b0154795f490ad785f1f2450449645435.jpg,4
D:\dataset\hair\data\Wavy\b8d02c0bfe89c7b9945226dc73949fcf.jpg,4
D:\dataset\hair\data\Wavy\bca63af1e3e2f0bb8c97882ba035c087.jpg,4
D:\dataset\hair\data\Wavy\Beard-Styles-For-Men-With-Thick-Stubble.jpg,4
D:\dataset\hair\data\Wavy\beauty-2012-05-65-100-best-hairstyles-aishwarya-rai-long-layers-main.jpg,4
D:\dataset\hair\data\Wavy\Before2BMousse2BBack.jpg,4
D:\dataset\hair\data\Wavy\Best-Hair-Gels-Available-In-India-E28093-Our-Top-10-2-624x702.jpg,4
D:\dataset\hair\data\Wavy\best-hairstyle-for-face-shape-hairstyle-to-look-young.jpg,4
D:\dataset\hair\data\Wavy\Best-Hairstyles-For-Wavy-Hair-Short-Medium-Long-mtominay_borisnco.jpg,4
D:\dataset\hair\data\Wavy\best-Wavy-hairstyles-13.jpg,4
D:\dataset\hair\data\Wavy\best_conditioners_for_curly_wavy_hair.jpg,4
D:\dataset\hair\data\Wavy\blonde-girl-long-volume-shiny-wavy-hair-beautiful-woman-model-curly-hairstyle-124424801.jpg,4
D:\dataset\hair\data\Wavy\Bouncy-short-hairstyle(1).jpg,4
D:\dataset\hair\data\Wavy\braidbarbers-heavy-crop-haircuts-for-thick-hair-men.jpg,4
D:\dataset\hair\data\Wavy\c182bc7dc77af882036a96c373c5050d.jpg,4
D:\dataset\hair\data\Wavy\c4ff02f35a4e508b102e81ba0f447965.png,4
D:\dataset\hair\data\Wavy\cbb045680aab22530c723e4a8fb7a3ec.jpg,4
D:\dataset\hair\data\Wavy\cf02a85dc28657ea30b2927a998475f9.jpg,4
D:\dataset\hair\data\Wavy\Classy-Hairstyle-for-Thick-Wavy-Hair.jpg,4
D:\dataset\hair\data\Wavy\CurlyouHair-longblondecurls.jpg,4
D:\dataset\hair\data\Wavy\d4a51b3b3a379c1592ba8cfac188c44e.jpg,4
D:\dataset\hair\data\Wavy\d8d7377ab1795d4267bea4fe25f2d702--arun-vijay-shooting-at.jpg,4
D:\dataset\hair\data\Wavy\dc873967ec78ac0fdbe09a832889f634.jpg,4
D:\dataset\hair\data\Wavy\download.jpg,4
D:\dataset\hair\data\Wavy\e9132abdd354a579b322331d773591a2.jpg,4
D:\dataset\hair\data\Wavy\ec577fcefe40fb8884a3c847a27f2055.jpg,4
D:\dataset\hair\data\Wavy\edb78b0ecd23bab5160a753897676c594.jpg,4
D:\dataset\hair\data\Wavy\ef0d3ee6de03ae350d0fa7062a6931fb.jpg,4
D:\dataset\hair\data\Wavy\efa5e3a18fac98d082c86957a3186ebd--medium-hairstyles-for-men-men-hairstyles.jpg,4
D:\dataset\hair\data\Wavy\Evidence-Based_db1b4e63-9d14-40c6-baad-32c51be1073b_1024x400.jpg,4
D:\dataset\hair\data\Wavy\f06b762b065ce09cdcb3cb1f2593fadb.jpg,4
D:\dataset\hair\data\Wavy\f1bb831e3df883028329102d64eecda6.jpg,4
D:\dataset\hair\data\Wavy\f2549a38e7183c5d78c4f95270945050.jpg,4
D:\dataset\hair\data\Wavy\f765b20b43f769864ded4b07e73983cc.jpg,4
D:\dataset\hair\data\Wavy\fac17035109a6832a78dda9b121c4705.jpg,4
D:\dataset\hair\data\Wavy\Faux-Hawk-Hairstyle.jpg,4
D:\dataset\hair\data\Wavy\fb9209eb0be0a96835c0492db864594a-1.jpg,4
D:\dataset\hair\data\Wavy\fe34cd4b1e2ef8df4bdd7c6bce94cb045.jpg,4
D:\dataset\hair\data\Wavy\haircut_ideas_for_long_wavy_hair_13135_orig.jpg,4
D:\dataset\hair\data\Wavy\hairstyles-for-indian-boys-23.jpg,4
D:\dataset\hair\data\Wavy\Hairstyles-Make-You-Look-Younger.jpg,4
D:\dataset\hair\data\Wavy\hbz-wavy-hair-rihanna.jpg,4
D:\dataset\hair\data\Wavy\how-to-grow-hair-faster-men-1200x900-1549892564_1200x900.jpg,4
D:\dataset\hair\data\Wavy\How-To-Tame-Thick-Unruly--Wavy-Hair1400_5f4ce4d796cd7.jpeg,4
D:\dataset\hair\data\Wavy\image(1).jpeg,4
D:\dataset\hair\data\Wavy\image1(1).jpeg,4
D:\dataset\hair\data\Wavy\image10(1).jpeg,4
D:\dataset\hair\data\Wavy\image10.jpg,4
D:\dataset\hair\data\Wavy\image11(1).jpeg,4
D:\dataset\hair\data\Wavy\image11(2).jpeg,4
D:\dataset\hair\data\Wavy\image11(3).jpeg,4
D:\dataset\hair\data\Wavy\image11.jpeg,4
D:\dataset\hair\data\Wavy\image12(1).jpeg,4
D:\dataset\hair\data\Wavy\image12.jpg,4
D:\dataset\hair\data\Wavy\image13(1).jpeg,4
D:\dataset\hair\data\Wavy\image13(2).jpeg,4
D:\dataset\hair\data\Wavy\image13.jpeg,4
D:\dataset\hair\data\Wavy\image13.jpg,4
D:\dataset\hair\data\Wavy\image14(1).jpeg,4
D:\dataset\hair\data\Wavy\image14(2).jpeg,4
D:\dataset\hair\data\Wavy\image14.jpeg,4
D:\dataset\hair\data\Wavy\image14.jpg,4
D:\dataset\hair\data\Wavy\image15(1).jpeg,4
D:\dataset\hair\data\Wavy\image15.jpeg,4
D:\dataset\hair\data\Wavy\image15.jpg,4
D:\dataset\hair\data\Wavy\image16(1).jpeg,4
D:\dataset\hair\data\Wavy\image16.jpg,4
D:\dataset\hair\data\Wavy\image17(1).jpeg,4
D:\dataset\hair\data\Wavy\image17(2).jpeg,4
D:\dataset\hair\data\Wavy\image18.jpeg,4
D:\dataset\hair\data\Wavy\image18.jpg,4
D:\dataset\hair\data\Wavy\image2(2).jpeg,4
D:\dataset\hair\data\Wavy\image2.jpg,4
D:\dataset\hair\data\Wavy\image21.jpg,4
D:\dataset\hair\data\Wavy\image24.jpeg,4
D:\dataset\hair\data\Wavy\image25.jpeg,4
D:\dataset\hair\data\Wavy\image25.jpg,4
D:\dataset\hair\data\Wavy\image26.jpeg,4
D:\dataset\hair\data\Wavy\image27.jpg,4
D:\dataset\hair\data\Wavy\image28.jpg,4
D:\dataset\hair\data\Wavy\image280.jpg,4
D:\dataset\hair\data\Wavy\image29.jpeg,4
D:\dataset\hair\data\Wavy\image29.jpg,4
D:\dataset\hair\data\Wavy\image3(1).jpeg,4
D:\dataset\hair\data\Wavy\image3(2).jpeg,4
D:\dataset\hair\data\Wavy\image3.jpg,4
D:\dataset\hair\data\Wavy\image30.jpg,4
D:\dataset\hair\data\Wavy\image31.jpeg,4
D:\dataset\hair\data\Wavy\image32.jpeg,4
D:\dataset\hair\data\Wavy\image32.jpg,4
D:\dataset\hair\data\Wavy\image35.jpg,4
D:\dataset\hair\data\Wavy\image36.jpg,4
D:\dataset\hair\data\Wavy\image37.jpg,4
D:\dataset\hair\data\Wavy\image4.jpeg,4
D:\dataset\hair\data\Wavy\image4.jpg,4
D:\dataset\hair\data\Wavy\image40.jpg,4
D:\dataset\hair\data\Wavy\image42.jpg,4
D:\dataset\hair\data\Wavy\image44.jpg,4
D:\dataset\hair\data\Wavy\image45.jpg,4
D:\dataset\hair\data\Wavy\image49.jpg,4
D:\dataset\hair\data\Wavy\image5(1).jpeg,4
D:\dataset\hair\data\Wavy\image50.jpg,4
D:\dataset\hair\data\Wavy\image52.jpg,4
D:\dataset\hair\data\Wavy\image55.jpg,4
D:\dataset\hair\data\Wavy\image56.jpg,4
D:\dataset\hair\data\Wavy\image6(1).jpeg,4
D:\dataset\hair\data\Wavy\image6(2).jpeg,4
D:\dataset\hair\data\Wavy\image6.jpg,4
D:\dataset\hair\data\Wavy\image61.jpg,4
D:\dataset\hair\data\Wavy\image62.jpg,4
D:\dataset\hair\data\Wavy\image63.jpg,4
D:\dataset\hair\data\Wavy\image64.jpg,4
D:\dataset\hair\data\Wavy\image65.jpg,4
D:\dataset\hair\data\Wavy\image67.jpg,4
D:\dataset\hair\data\Wavy\image69.jpg,4
D:\dataset\hair\data\Wavy\image7(1).jpeg,4
D:\dataset\hair\data\Wavy\image7(2).jpeg,4
D:\dataset\hair\data\Wavy\image7.jpg,4
D:\dataset\hair\data\Wavy\image72.jpg,4
D:\dataset\hair\data\Wavy\image73.jpg,4
D:\dataset\hair\data\Wavy\image74.jpg,4
D:\dataset\hair\data\Wavy\image75.jpg,4
D:\dataset\hair\data\Wavy\image76.jpg,4
D:\dataset\hair\data\Wavy\image77.jpg,4
D:\dataset\hair\data\Wavy\image78.jpg,4
D:\dataset\hair\data\Wavy\image79.jpg,4
D:\dataset\hair\data\Wavy\image8(1).jpeg,4
D:\dataset\hair\data\Wavy\image8.jpg,4
D:\dataset\hair\data\Wavy\image80.jpg,4
D:\dataset\hair\data\Wavy\image81.jpg,4
D:\dataset\hair\data\Wavy\image82.jpg,4
D:\dataset\hair\data\Wavy\image83.jpg,4
D:\dataset\hair\data\Wavy\image85.jpg,4
D:\dataset\hair\data\Wavy\image86.jpg,4
D:\dataset\hair\data\Wavy\image88.jpg,4
D:\dataset\hair\data\Wavy\image9(1).jpeg,4
D:\dataset\hair\data\Wavy\image9(2).jpeg,4
D:\dataset\hair\data\Wavy\image9(3).jpeg,4
D:\dataset\hair\data\Wavy\image9.jpg,4
D:\dataset\hair\data\Wavy\image90.jpg,4
D:\dataset\hair\data\Wavy\image93.jpg,4
D:\dataset\hair\data\Wavy\image95.jpg,4
D:\dataset\hair\data\Wavy\image96.jpg,4
D:\dataset\hair\data\Wavy\images (1).jpg,4
D:\dataset\hair\data\Wavy\images (2).jpg,4
D:\dataset\hair\data\Wavy\images (3).jpg,4
D:\dataset\hair\data\Wavy\images(2).jpg,4
D:\dataset\hair\data\Wavy\images.jpg,4
D:\dataset\hair\data\Wavy\images0(1).jpg,4
D:\dataset\hair\data\Wavy\images0.jpg,4
D:\dataset\hair\data\Wavy\images10(1).jpg,4
D:\dataset\hair\data\Wavy\images11(1).jpg,4
D:\dataset\hair\data\Wavy\images12(1).jpg,4
D:\dataset\hair\data\Wavy\images12(2).jpg,4
D:\dataset\hair\data\Wavy\images12.jpg,4
D:\dataset\hair\data\Wavy\images13(1).jpg,4
D:\dataset\hair\data\Wavy\images13(2).jpg,4
D:\dataset\hair\data\Wavy\images13(3).jpg,4
D:\dataset\hair\data\Wavy\images13.jpg,4
D:\dataset\hair\data\Wavy\images131.jpg,4
D:\dataset\hair\data\Wavy\images14 (2).jpg,4
D:\dataset\hair\data\Wavy\images14.jpg,4
D:\dataset\hair\data\Wavy\images146.jpg,4
D:\dataset\hair\data\Wavy\images147.jpg,4
D:\dataset\hair\data\Wavy\images150.jpg,4
D:\dataset\hair\data\Wavy\images152.jpg,4
D:\dataset\hair\data\Wavy\images16(2).jpg,4
D:\dataset\hair\data\Wavy\images16.jpg,4
D:\dataset\hair\data\Wavy\images164.jpg,4
D:\dataset\hair\data\Wavy\images17(1).jpg,4
D:\dataset\hair\data\Wavy\images17.jpg,4
D:\dataset\hair\data\Wavy\images18.jpg,4
D:\dataset\hair\data\Wavy\images19 (2).jpg,4
D:\dataset\hair\data\Wavy\images19.jpg,4
D:\dataset\hair\data\Wavy\images2.jpg,4
D:\dataset\hair\data\Wavy\images21 (2).jpg,4
D:\dataset\hair\data\Wavy\images21(1).jpg,4
D:\dataset\hair\data\Wavy\images21.jpg,4
D:\dataset\hair\data\Wavy\images22.jpg,4
D:\dataset\hair\data\Wavy\images228.jpg,4
D:\dataset\hair\data\Wavy\images23 (2).jpg,4
D:\dataset\hair\data\Wavy\images23.jpg,4
D:\dataset\hair\data\Wavy\images235.jpg,4
D:\dataset\hair\data\Wavy\images24.jpg,4
D:\dataset\hair\data\Wavy\images258.jpg,4
D:\dataset\hair\data\Wavy\images26.jpg,4
D:\dataset\hair\data\Wavy\images262.jpg,4
D:\dataset\hair\data\Wavy\images27.jpg,4
D:\dataset\hair\data\Wavy\images28.jpg,4
D:\dataset\hair\data\Wavy\images282.jpg,4
D:\dataset\hair\data\Wavy\images297.jpg,4
D:\dataset\hair\data\Wavy\images3(1).jpg,4
D:\dataset\hair\data\Wavy\images3.jpg,4
D:\dataset\hair\data\Wavy\images305.jpg,4
D:\dataset\hair\data\Wavy\images31(1).jpg,4
D:\dataset\hair\data\Wavy\images31.jpg,4
D:\dataset\hair\data\Wavy\images32.jpg,4
D:\dataset\hair\data\Wavy\images33 (2).jpg,4
D:\dataset\hair\data\Wavy\images33.jpg,4
D:\dataset\hair\data\Wavy\images34 (2).jpg,4
D:\dataset\hair\data\Wavy\images34.jpg,4
D:\dataset\hair\data\Wavy\images37.jpg,4
D:\dataset\hair\data\Wavy\images38.jpg,4
D:\dataset\hair\data\Wavy\images39.jpg,4
D:\dataset\hair\data\Wavy\images4.jpg,4
D:\dataset\hair\data\Wavy\images43.jpg,4
D:\dataset\hair\data\Wavy\images5.jpg,4
D:\dataset\hair\data\Wavy\images53.jpg,4
D:\dataset\hair\data\Wavy\images54.jpg,4
D:\dataset\hair\data\Wavy\images55.jpg,4
D:\dataset\hair\data\Wavy\images57.jpg,4
D:\dataset\hair\data\Wavy\images6.jpg,4
D:\dataset\hair\data\Wavy\images60.jpg,4
D:\dataset\hair\data\Wavy\images61.jpg,4
D:\dataset\hair\data\Wavy\images62.jpg,4
D:\dataset\hair\data\Wavy\images63 (2).jpg,4
D:\dataset\hair\data\Wavy\images63.jpg,4
D:\dataset\hair\data\Wavy\images64.jpg,4
D:\dataset\hair\data\Wavy\images66.jpg,4
D:\dataset\hair\data\Wavy\images67.jpg,4
D:\dataset\hair\data\Wavy\images7(1).jpg,4
D:\dataset\hair\data\Wavy\images7(2).jpg,4
D:\dataset\hair\data\Wavy\images70.jpg,4
D:\dataset\hair\data\Wavy\images73 (2).jpg,4
D:\dataset\hair\data\Wavy\images73.jpg,4
D:\dataset\hair\data\Wavy\images74.jpg,4
D:\dataset\hair\data\Wavy\images75 (2).jpg,4
D:\dataset\hair\data\Wavy\images75.jpg,4
D:\dataset\hair\data\Wavy\images76.jpg,4
D:\dataset\hair\data\Wavy\images77.jpg,4
D:\dataset\hair\data\Wavy\images8.jpg,4
D:\dataset\hair\data\Wavy\images82.jpg,4
D:\dataset\hair\data\Wavy\images86.jpg,4
D:\dataset\hair\data\Wavy\images9 (2).jpg,4
D:\dataset\hair\data\Wavy\images9.jpg,4
D:\dataset\hair\data\Wavy\images90.jpg,4
D:\dataset\hair\data\Wavy\images99.jpg,4
D:\dataset\hair\data\Wavy\IMG_20131208_1_mr1386507169777.jpg,4
D:\dataset\hair\data\Wavy\IMG_7511-2-scaled.jpg,4
D:\dataset\hair\data\Wavy\IMG_9308.jpg,4
D:\dataset\hair\data\Wavy\Indian-Hair-Styles-For-Boys-3.jpg,4
D:\dataset\hair\data\Wavy\Jamie-Chung.jpg,4
D:\dataset\hair\data\Wavy\karishma-tanna-hairstyles-iDiva-Thumbnail_5e3c0b17b1948.jpg,4
D:\dataset\hair\data\Wavy\Layered-wavy-hairstyles4-1.png,4
D:\dataset\hair\data\Wavy\long-hair-with-soft-waves.jpg,4
D:\dataset\hair\data\Wavy\long-layered-wavy-hair.jpg,4
D:\dataset\hair\data\Wavy\long-wavy-brown-hair-new.jpg,4
D:\dataset\hair\data\Wavy\long-wavy-hairstyles.jpg,4
D:\dataset\hair\data\Wavy\madhuri-dixit.jpg,4
D:\dataset\hair\data\Wavy\medium-wavy-hair-for-men.jpg,4
D:\dataset\hair\data\Wavy\Messy-Long-Hair.jpg,4
D:\dataset\hair\data\Wavy\Natural-Wavy-Hairstyle.jpg,4
D:\dataset\hair\data\Wavy\New-LookOI.jpg,4
D:\dataset\hair\data\Wavy\PHS-HAIRSCIENCE_Hair-care-guide-for-wavy-curly-hair.jpg,4
D:\dataset\hair\data\Wavy\priyanka-chopra.jpg,4
D:\dataset\hair\data\Wavy\Rachel-Weisz.jpg,4
D:\dataset\hair\data\Wavy\redhair-1518094912kgn84.jpg,4
D:\dataset\hair\data\Wavy\Roselyn-Sanchez.jpg,4
D:\dataset\hair\data\Wavy\shiny-hollywood-waves-for-long-wavy-hair.jpg,4
D:\dataset\hair\data\Wavy\Side_Parted_Messy_Bob_1024x1024.jpg,4
D:\dataset\hair\data\Wavy\stylish-brunette-woman-with-wavy-hair-and-black-tuxedo-jacket.jpg,4
D:\dataset\hair\data\Wavy\Techniques-To-Get-Chic-Wavy-Hair.jpg,4
D:\dataset\hair\data\Wavy\thick-long-wavy-hair.jpg.webp,4
D:\dataset\hair\data\Wavy\thick-wavy-hairstyles-men.png,4
D:\dataset\hair\data\Wavy\tumblr_oui89e3KIJ1rokz3ro1_400.jpg,4
D:\dataset\hair\data\Wavy\w1.jpg,4
D:\dataset\hair\data\Wavy\wavy-hair-1656433758.png,4
D:\dataset\hair\data\Wavy\wavy-hair-4-3.jpg,4
D:\dataset\hair\data\Wavy\wavy-hair-routine-296671-1638313893976-main.700x0c.jpg,4
D:\dataset\hair\data\Wavy\wavy-hair-with-ombre-balayage-hair-color.jpg,4
D:\dataset\hair\data\Wavy\Wavy-Hair-with-Temple-Fade-1.jpg,4
D:\dataset\hair\data\Wavy\wavy-hair.jpg,4
D:\dataset\hair\data\Wavy\wavy-hairstyles-for-men-12-1.jpg,4
D:\dataset\hair\data\Wavy\Wavy-Short-Hairstyles-for-Men.jpg,4
D:\dataset\hair\data\Wavy\Wavy-Side-Swept.jpg,4
D:\dataset\hair\data\Wavy\WAVYHAIRSTYLES081021_DEFAULT1.jpg,4
D:\dataset\hair\data\Wavy\wavy_hair_cuts_300x300.jpg,4
D:\dataset\hair\data\Wavy\Wispy-and-Messy-for-Indian-Boys.jpg,4
D:\dataset\hair\data\Wavy\Wonderful-Wavy-Hairstyles-for-Men.jpg,4
